Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
myklst/st-aws,community,0.8.2,2026-01-29,2023-03-10,108,,,,✅,,✅,,,,4,0,3,0,0,0,0,0,7,,16.5K,18,0
myklst/st-azuread,community,0.1.0,2025-05-07,2025-05-29,375,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,1.1K,2,0
myklst/st-byteplus,community,0.2.3,2026-04-02,2025-01-09,45,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,3.2K,5,0
myklst/st-cdnetworks,community,0.10.7,2026-02-25,2023-03-13,81,,,,✅,,✅,,,,15,0,2,0,0,0,0,0,17,,14.3K,24,0
myklst/st-cloudflare,community,0.1.1,2025-08-06,2025-08-06,284,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,1.5K,1,0
myklst/st-digicert,community,0.1.3,2025-02-07,2024-12-20,464,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,2.6K,4,0
myklst/st-domain-management,community,0.9.0,2026-01-13,2024-09-05,124,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,23.7K,12,0
myklst/st-gcp,community,0.3.1,2023-09-07,2023-03-13,983,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,10.1K,4,0
myklst/st-namecheap,community,0.2.2,2025-01-08,2023-12-13,494,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,4.5K,4,0
myklst/st-tencentcloud,community,0.6.0,2025-02-14,2023-03-16,457,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,11.8K,7,0
myklst/st-ucloud,community,0.1.0,2024-01-31,2024-01-31,837,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,958,1,0
myklst/st-utilities,community,0.1.1,2023-07-11,2023-07-11,1041,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,252.1K,1,0
myklst/st-zentao,community,0.8.0,2026-05-16,2026-05-03,1,,,,✅,,✅,,,,5,0,4,0,0,0,0,0,9,,43,14,0
MyLife97/pingdom,community,1.1.4,2023-03-30,2023-03-30,1144,,,,,,,,,,0,0,0,0,0,0,0,0,0,,29,1,0
myoung34/uptycs,community,0.0.2,2022-06-15,2022-06-15,1432,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,3.7K,1,0
MyPureCloud/genesyscloud,partner,1.79.2,2026-05-06,2021-02-11,11,,,✅,,,,✅,,,134,0,109,0,0,0,0,2,243,,6.9M,149,1
Myra-Security-GmbH/myrasec,community,1.84.0,2026-01-29,2021-02-19,108,,,✅,,,,✅,,,18,0,21,0,0,0,0,0,39,,194.1K,112,0
myrfnrz/cloudability,community,0.0.42,2026-04-27,2026-04-27,20,,,,✅,,✅,,,,7,0,4,0,0,0,0,0,11,,78,2,0
MyScribae/myscribae,community,0.0.63,2024-07-14,2024-04-30,672,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,15.9K,52,0
mysite-ai/stripe,community,0.2.3,2026-04-21,2026-04-20,26,,,,✅,,✅,,,,19,0,1,0,0,0,0,0,20,,306,2,0
mzglinski/sentry,community,0.16.1,2026-02-02,2025-05-20,104,,,,✅,,✅,,,,23,0,13,0,0,0,0,0,36,,5.6K,5,0
n-oden/helm,community,0.0.2,2024-01-17,2023-09-07,851,,,✅,,,,✅,,,1,0,1,0,0,0,0,1,2,,2.3K,2,0
N1ghtF1re/apgitlab,community,4.0.3,2020-11-22,2020-11-22,2002,,,✅,,,,✅,,,30,0,6,0,0,0,0,0,36,,17.6K,2,0
N1ghtF1re/gitlab,community,4.0.3,2020-11-22,2020-11-22,2002,,,✅,,,,✅,,,30,0,6,0,0,0,0,0,36,,28.2K,3,0
n3integration/godaddy,community,1.9.1,2022-12-31,2021-04-23,1233,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,67.4K,4,1
na4ma4/mysql,community,3.0.92-rc3,2026-03-16,2026-03-12,62,,,✅,,,,✅,,,9,0,2,0,0,0,0,0,11,,371,3,0
naag/scaffolding,community,0.0.1-alpha.4,2021-06-08,2021-06-08,1804,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,14.1K,2,0
nairb774/flipflop,community,0.3.7,2026-03-06,2021-06-13,72,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,449.4K,9,0
naitmare01/neuvector,community,0.0.4,2022-11-29,2022-11-29,1265,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,2.2K,3,0
naitmare01/pipedrive,community,0.0.9,2022-11-24,2022-11-17,1270,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,6.6K,9,0
naitmare01/week,community,0.0.2,2023-08-15,2023-08-15,1006,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,2.4K,2,0
Namecheap-Ecosystem/namecheap,community,0.1.7,2021-06-19,2021-02-13,1793,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,16.0K,10,0
namecheap/namecheap,community,2.3.3,2026-05-14,2021-07-14,3,,,✅,,,,✅,,,1,0,0,0,0,0,0,2,1,,323.9K,11,0
namecheap/spaceship,community,0.2.0,2026-04-28,2025-11-05,19,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,2.0K,21,0
nanasess/sendgrid,community,1.0.0,2023-05-10,2023-05-10,1103,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,403,1,0
nanovms/ops,community,0.0.4,2021-06-02,2021-04-16,1810,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,3.0K,3,0
narora-ops/woodpecker,community,0.5.1,2026-04-22,2026-04-22,25,,,,✅,,✅,,,,7,0,8,0,0,0,0,0,15,,48,1,0
nassergonzalez/random,community,1.0.0,2025-04-25,2025-04-25,387,,,✅,,,,✅,,,8,0,0,1,0,0,0,0,9,,97,1,0
Nastaliss/updown,community,0.7.0,2026-02-02,2026-01-28,104,,,✅,,,,✅,,,4,0,1,0,0,0,0,0,5,,1.6K,13,0
Nastaliss/wgeasy,community,0.1.0,2026-02-06,2026-02-06,100,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,144,2,0
Nataliia5722/azuredevops,community,2.0.7,2024-03-14,2024-03-12,794,,,✅,,,,✅,,,87,0,23,0,0,0,0,5,110,,6.2K,11,0
NathanDunning/github,community,1.0.0,2022-08-24,2022-08-24,1362,,,✅,,,,✅,,,41,0,22,0,0,0,0,0,63,,2.7K,1,0
nathanstitt/cronitor,community,2.0.0,2022-06-14,2022-06-14,1433,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.8K,1,0
Natiq0/sonarqube,community,0.1.3,2024-10-04,2024-10-03,590,,,✅,,,,✅,,,27,0,7,0,0,0,0,0,34,,898,3,0
nats-io/jetstream,community,0.4.0,2026-05-07,2020-05-07,10,,,✅,,,,✅,,,4,0,0,0,0,0,0,2,4,,9.2M,17,0
NatzkaLabsOpenSource/helm,community,2.6.4,2022-10-13,2022-07-05,1312,,,✅,,,,✅,,,1,0,1,0,0,0,0,1,2,,20.2K,4,0
NatzkaLabsOpenSource/keycloak,community,4.6.0,2026-02-13,2024-09-03,93,,,✅,,,,✅,,,100,0,17,0,0,0,0,0,117,,4.0K,10,0
nautobot/nautobot,community,0.0.1-alpha-1,2024-09-13,2023-06-13,611,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,1.4K,2,0
nauxliu/cronitor,community,1.0.8,2020-09-02,2020-08-13,2083,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,194.5K,7,0
nauxliu/pingdom,community,1.1.2,2020-08-13,2020-08-13,2103,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,177.9K,1,0
NaverCloudPlatform/ncloud,partner,4.0.5,2026-03-17,2020-07-16,61,,,✅,,,,✅,,,60,0,108,0,0,0,0,1,168,,519.4K,61,18
nazarewk-iac/custom,community,0.3.0,2020-10-01,2020-09-30,2054,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,27.6K,9,0
nazarewk-iac/kustomization,community,0.0.2,2023-01-20,2023-01-20,1213,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,1.3K,1,0
nazarewk/external,community,3.0.0,2020-10-19,2020-10-19,2036,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,6.3K,1,0
nbarnum/git,community,0.1.9,2022-06-24,2022-06-24,1423,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,2.1K,1,0
nbering/ansible,community,1.0.4,2020-08-29,2020-08-29,2087,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,689.7K,1,0
nbo-rmcbfm/bpkio,community,1.0.0,2025-07-25,2025-07-25,296,,,,✅,,✅,,,,4,0,8,0,0,0,0,0,12,,204,1,0
nbr23/rabbitmq,community,1.9.5,2024-10-18,2023-12-06,576,,,✅,,,,✅,,,11,0,3,0,0,0,0,0,14,,3.1K,5,0
nbr23/rmq,community,0.1.1,2025-02-03,2025-02-01,468,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,1.2K,5,0
ncecere/ad,community,0.1.2,2021-08-19,2021-08-19,1732,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,12.6K,2,0
ncecere/litellm,community,1.4.1,2026-04-13,2024-11-04,34,,,,✅,,✅,,,,22,0,31,0,0,0,0,0,53,,331.9K,57,0
ncecere/openwebui,community,2.7.2,2026-01-28,2024-12-20,109,,,✅,,,,✅,,,18,0,11,0,0,0,0,0,29,,1.1K,4,0
ncecere/ufad,community,1.1.0,2021-08-17,2021-08-19,1734,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,20.0K,4,0
ndemeshchenko/http-bin,community,1.0.1,2023-02-05,2023-02-05,1197,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,13.0K,2,0
ndrpnt/mattermost,community,0.4.0,2026-05-01,2021-12-26,16,,,✅,,,,✅,,,8,0,3,0,0,0,0,0,11,,20.8K,4,0
ndustrialio/rancher2,community,1.22.2,2022-01-07,2022-01-07,1591,,,✅,,,,✅,,,53,0,39,0,0,0,0,1,92,,5.3K,1,0
nduyphuong/nexus,community,1.24.2,2023-07-18,2023-07-06,1034,,,✅,,,,✅,,,64,0,60,0,0,0,0,0,124,,237.2K,10,7
neenaoffline/porkbun,community,0.3.1,2025-12-19,2025-12-18,149,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,374,5,0
NefixEstrada/ansible,community,2.0.4,2023-11-15,2023-09-08,914,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,575.9K,8,0
negineri/netbox,community,0.20.4,2026-05-14,2026-03-03,3,,,,✅,,✅,,,,24,0,34,0,0,0,0,0,58,,1.2K,35,0
neilmartin83/axm,community,1.6.0,2026-04-15,2025-06-14,32,,,,✅,,✅,,,,3,0,19,0,3,0,0,0,25,,6.2K,43,0
neilmartin83/itunessearchapi,community,1.12.2,2026-05-06,2025-06-07,11,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,5.2K,26,0
neilrobst/azurerm,community,4.11.0-1,2026-04-28,2026-04-28,19,,,✅,,,,✅,,,"1,064",0,363,2,0,0,2,12,"1,431",,83,1,113
nekinie/netim,community,0.2.1,2026-03-08,2026-03-08,70,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,122,3,1
nekottyo/jsonschema,community,0.1.1,2023-09-12,2023-09-12,978,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,12.9M,1,0
nenkoru/ziti,community,0.6.1,2025-02-20,2025-02-20,451,,,,✅,,✅,,,,13,0,26,0,0,0,0,0,39,,345,2,0
neo4j-labs/neo4jaura,community,1.0.1,2026-05-15,2025-12-01,2,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,25.4K,7,0
neozocloud/oracle,community,0.0.5,2025-10-24,2025-09-29,205,,,,✅,,✅,,,,8,0,0,0,0,0,0,0,8,,1.3K,5,0
neptune-ai/neptune,community,0.0.1,2025-08-04,2025-08-04,286,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,129,1,0
nerimcloud/wug,community,1.0.0,2021-03-15,2021-03-15,1889,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,2.3K,1,0
netactuate/netactuate,partner,0.2.4,2025-05-07,2023-02-17,375,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,17.0K,5,0
NetApp/netapp-cloudmanager,partner,27.1.0,2026-03-20,2020-10-14,58,,,,✅,,✅,,,,17,0,5,0,0,0,0,2,22,,8.2M,83,0
NetApp/netapp-elementsw,partner,20.11.0,2020-11-24,2020-11-24,2000,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,34.0K,1,0
NetApp/netapp-gcp,partner,24.6.0,2024-06-06,2020-07-22,710,,,✅,,,,✅,,,7,0,2,0,0,0,0,0,9,,2.2M,26,0
NetApp/netapp-ontap,partner,2.6.1,2026-04-21,2023-11-06,26,,,,✅,,✅,,,,51,0,93,0,0,0,0,6,144,,248.5K,19,12
netascode/ipam,community,0.1.0,2022-12-02,2022-03-29,1262,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,25.6K,3,0
netascode/utils,community,2.0.0-beta2,2026-04-10,2022-05-05,37,,,,✅,,✅,,,,0,0,1,0,0,0,12,0,13,,412.2K,28,0
netautomate/netorca,community,0.1.0,2025-03-05,2025-03-05,438,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,203,1,0
netbirdio/netbird,community,0.0.9,2026-03-09,2025-05-09,69,,,,✅,,✅,,,,20,0,22,0,0,0,0,0,42,,765.6K,10,0
netdata/netdata,community,0.4.2,2026-01-05,2024-03-26,132,,,,✅,,✅,,,,8,0,2,0,0,0,0,0,10,,3.8K,11,0
netdev-iae/bigipltm,community,1.0.5,2023-01-12,2023-01-12,1221,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.4K,1,0
netfoundry/ziti,community,1.0.5,2026-04-22,2025-04-10,25,,,,✅,,✅,,,,21,0,18,0,0,0,0,0,39,,13.4K,11,0
netlify/netlify,partner,0.4.3,2026-05-13,2024-06-04,4,,,,✅,,✅,,,,12,0,5,0,0,0,0,0,17,,37.0K,19,0
netooze/netooze,partner,0.2.0,2022-08-17,2022-08-17,1369,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,5.5K,1,0
NetOpsChic/gns3,community,2.5.5,2025-12-09,2025-02-04,159,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,2.2K,16,0
netresearch/ad,community,0.3.0,2025-01-30,2024-08-14,472,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,1.0K,3,0
netrisai/netris,partner,3.6.10,2026-05-16,2021-09-14,1,,,✅,,,,✅,,,27,0,10,0,0,0,0,0,37,,37.7K,39,0
netscaler/netscalersdx,partner,0.7.5,2026-03-26,2024-04-02,52,,,,✅,,✅,,,,38,0,33,0,0,0,0,0,71,,49.7K,10,0
netskopeoss/netskope,partner,0.4.3,2026-04-29,2022-06-06,18,,,,✅,,✅,,,,19,0,34,0,0,0,0,1,53,,501.6K,14,0
netskopeoss/netskopebwan,partner,0.0.4,2026-05-07,2022-10-28,10,,,✅,,,,✅,,,10,0,9,0,0,0,0,0,19,,6.2K,3,0
networkdude17/passwordstate,community,1.0.0,2024-01-26,2024-01-26,842,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,5.8K,2,0
networknext/networknext,community,5.0.14,2025-10-21,2023-08-09,208,,,,✅,,✅,,,,6,0,6,0,0,0,0,0,12,,4.6K,9,0
neuspaces/system,community,0.5.0,2024-05-31,2022-09-01,716,,,✅,,,,✅,,,10,0,5,0,0,0,0,5,15,,455.9K,5,0
nevelis/aws,community,0.0.11,2021-11-11,2021-11-11,1648,,,✅,,,,✅,,,815,0,283,0,0,0,0,4,"1,098",,4.2K,2,142
newrelic/newrelic,partner,3.87.3,2026-05-12,2020-06-24,5,,,✅,✅,,,,✅,,57,0,17,0,0,0,0,14,74,,132.4M,282,0
newvmcloud/newvm,community,1.0.19,2026-05-08,2025-08-20,9,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,1.1K,12,0
nexaa-cloud/nexaa,community,0.6.1,2026-05-13,2025-08-08,4,,,,✅,,✅,,,,10,0,3,0,0,0,0,5,13,,4.9K,53,1
Nexben/oci,community,4.37.2-alpha,2021-08-03,2021-08-03,1748,,,✅,,,,✅,,,287,0,618,0,0,0,0,17,905,,17.3K,1,61
NexGenCloud/hyperstack,community,1.50.2-alpha,2026-02-26,2024-10-18,80,,,,✅,,✅,,,,8,0,23,0,0,0,0,0,31,,6.4K,20,0
nexmoinc/argocd,community,6.0.4,2024-01-18,2024-01-18,850,,,✅,,,,✅,,,10,0,1,0,0,0,0,0,11,,923,1,0
next-gen-infrastructure/pritunl,community,0.5.2,2025-01-02,2024-12-20,500,,,,✅,,✅,,,,7,0,4,0,0,0,0,0,11,,811,4,0
nexthink-oss/github,community,7.1.1,2026-01-23,2025-09-11,114,,,✅,,,,✅,,,68,0,62,0,0,0,0,0,130,,14.4K,10,0
nexthink-oss/http,community,3.5.3-rc1,2025-10-31,2025-10-29,198,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,497,3,0
nfx01/dummy,community,0.0.6,2022-05-11,2022-05-07,1467,,,,,,,,,,0,0,0,0,0,0,0,0,0,,3.7K,6,0
nfx02/dummy,community,0.0.6,2022-05-11,2022-05-07,1467,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,5.7K,6,0
nfx04/dummy,community,0.0.6,2022-05-30,2022-05-25,1448,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,6.9K,6,0
nfx05/dummy,community,0.0.6,2022-05-11,2022-05-07,1467,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,5.1K,6,0
ngehrmann/atlassian,community,1.1.0,2026-01-29,2026-01-28,108,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,492,4,0
NGENIX/ngenix,community,1.0.5,2025-04-11,2024-11-15,401,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,105.8K,3,0
ngharo/ldap,community,2.3.0,2025-12-14,2025-10-04,154,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,2.0K,8,0
NGizila/sftpgo,community,0.0.18-gcsendpoint-1,2025-11-20,2025-11-20,178,,,,✅,,✅,,,,11,0,11,0,0,0,0,0,22,,208,1,0
ngrok/ngrok,partner,0.7.0,2026-01-23,2020-12-07,114,,,✅,,,,✅,,,22,0,0,0,0,0,0,0,22,,132.1K,20,0
nguyenanhducs/datadog-notebook,community,0.1.6,2026-05-04,2026-03-05,13,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,284,6,0
nguyenanhducs/datadoggo,community,0.1.6,2026-05-04,2026-03-16,13,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,374,3,0
nguyenanhducs/datadoggy,community,0.1.6,2026-05-04,2026-03-05,13,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,226,5,0
nguyenvanduocit/gdiff,community,0.1.2,2023-01-10,2023-01-10,1223,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,4.1K,4,0
nguyenvanduocit/protorelease,community,0.0.3,2022-12-30,2022-12-30,1234,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,1.2K,1,0
nhh-softwarehuset/mssql-auth,community,0.2.9,2023-08-11,2023-08-09,1010,,,✅,,,,✅,,,3,0,0,0,0,0,0,0,3,,1.5K,2,0
nhn-cloud/nhncloud,partner,1.0.8,2026-03-09,2023-12-12,69,,,✅,,,,✅,,,27,0,13,0,0,0,0,0,40,,10.9K,11,0
ni/azuredevops,community,0.4.6,2023-04-19,2023-01-17,1124,,,✅,,,,✅,,,75,0,19,0,0,0,0,6,94,,93.0K,21,0
nicarl/postgresql,community,1.18.0-beta.2,2022-10-24,2022-08-31,1301,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,48.1K,4,0
nicholasjackson/mc,community,0.1.4,2022-11-14,2022-11-12,1280,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,4.0K,4,0
NicholasTing/contentful,community,0.0.5,2023-09-14,2023-09-14,976,,,✅,,,,✅,,,8,0,0,0,0,0,0,0,8,,3.2K,3,0
NicholasTing/contentful-alpha,community,0.2.0,2023-09-17,2023-09-17,973,,,✅,,,,✅,,,8,0,0,0,0,0,0,0,8,,1.4K,1,0
nickborysov/codefresh,community,0.0.25,2022-07-11,2022-07-11,1406,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,1.9K,1,0
nicoangelo/personio,community,0.5.0,2024-11-12,2023-02-28,551,,,,✅,,✅,,,,0,0,2,0,0,0,0,0,2,,81.4K,7,0
nicolai86/aws-download,community,0.0.5,2022-03-03,2022-03-03,1536,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,11.2K,5,0
nicolascomete/ibm,community,2.0.6,2022-10-19,2022-10-18,1306,,,✅,,,,✅,,,366,0,447,0,0,0,0,1,813,,2.7K,5,37
NicolasMassipFP/fhost,community,0.2.9,2026-02-18,2025-10-16,88,,,,✅,,✅,,,,620,0,2,0,0,2,0,9,624,,1.6K,23,11
NicolasSeiler/mssql,community,0.0.2,2024-03-15,2024-03-15,793,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,1.4K,2,0
nicsnet/nimbus,community,0.1.2,2025-07-24,2024-03-21,297,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,955,7,0
nicsnet/peanuts,community,0.0.3,2025-02-18,2025-02-18,453,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,300,2,0
nifcloud/nifcloud,community,1.18.0,2025-12-09,2020-11-30,159,,,✅,,,,✅,,,43,0,1,0,0,0,0,0,44,,155.2K,27,9
nijave/cortextool,community,0.1.6,2026-02-01,2023-02-17,105,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,403.1K,9,0
nijave/mimirtool,community,1.0.5,2024-04-20,2023-03-09,757,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,210.4K,7,0
nikhilsbhat/gocd,community,0.1.4,2025-08-04,2023-01-15,286,,,✅,,,,✅,,,15,0,13,0,0,0,0,0,28,,225.2K,14,0
nikhilsbhat/k3d,community,0.0.2,2023-03-09,2023-03-05,1165,,,✅,,,,✅,,,7,0,4,0,0,0,0,0,11,,27.5K,2,0
NikolaLohinski/freebox,community,2.5.0,2026-04-28,2024-05-07,19,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,3.4K,15,0
NikolaLohinski/jinja,community,2.4.3,2025-03-22,2022-07-14,421,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,7.2M,47,0
nikoturin/defender,community,0.2.10,2022-08-10,2022-08-05,1376,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,11.7K,8,0
nilenso/runpod,community,0.2.1,2026-01-05,2026-01-02,132,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,259,4,0
nimbolus/k8sbootstrap,community,0.1.3,2023-10-05,2021-07-02,955,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,14.4K,4,0
ning-kang/crud,community,0.2.0,2023-06-01,2023-05-19,1081,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,2.7K,3,0
Ninlives/shell,community,1.7.12,2023-06-09,2023-06-09,1073,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,34.0K,2,0
nint8835/csp,community,1.0.0,2026-01-19,2024-05-23,118,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,1.3K,3,0
nint8835/gatsby,community,1.0.0,2021-03-07,2021-03-07,1897,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.0K,1,0
nirmata/nirmata,partner,1.1.13,2023-07-24,2021-04-26,1028,,,✅,,,,✅,,,21,0,0,0,0,0,0,0,21,,95.0K,42,0
nirvana-labs/nirvana,community,1.47.2,2026-05-11,2025-03-22,6,,,,✅,,✅,,,,10,0,26,0,0,0,0,0,36,,13.1K,122,0
nitrado/ec,community,3.16.2,2026-02-16,2023-10-17,90,,,,✅,,✅,,,,34,0,34,0,0,0,0,0,68,,77.1K,30,0
NitriKx/postgresql,community,1.21.2,2024-02-02,2024-02-02,835,,,✅,,,,✅,,,14,0,3,0,0,0,0,0,17,,6.3M,2,0
nitrozenio/nitrozen,community,1.0.1,2026-05-07,2026-05-07,10,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,9,2,0
nkbud/agentsmith,community,0.0.2,2025-09-07,2025-09-07,252,,,,✅,,✅,,,,7,0,5,0,0,0,0,0,12,,168,1,0
nkhanal0/mysql,community,2.0.3,2021-07-26,2021-07-24,1756,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,5.9K,2,0
nkvoll/restapi,community,0.5.3,2023-09-07,2023-09-06,983,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,6.7K,10,0
NL-AMS-DSPC/dspc,community,0.0.1,2025-10-22,2025-10-22,207,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,158,1,0
nlamirault/papertrail,community,0.1.7,2020-10-02,2020-10-02,2053,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,15.9K,3,0
nlamirault/slack,community,0.0.1,2020-10-05,2020-10-05,2050,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,3.0K,1,0
nleiva/nautobot,community,0.3.3,2023-03-29,2022-04-29,1145,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,7.6K,6,0
Nmishin/dodo,community,0.0.11-beta1,2024-12-29,2024-02-15,504,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,3.3K,11,0
nobbs/ghsecret,community,0.1.2,2025-11-10,2024-12-04,188,,,,✅,,✅,,,,0,0,0,0,0,0,1,0,1,,9.3K,3,0
nobbs/sops,community,0.3.1,2025-09-22,2024-11-30,237,,,,✅,,✅,,,,0,0,0,0,0,0,4,0,4,,144.4K,5,0
nobl9/nobl9,partner,0.48.0,2026-03-25,2022-03-09,53,,,,✅,,✅,,,,37,0,3,0,0,0,0,0,40,,527.6K,72,2
nodecafx/restapi,community,0.0.6,2025-11-05,2025-11-05,193,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,253,1,0
noderadius/kong,community,6.7.0,2022-02-21,2022-02-21,1546,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,5.8K,1,0
nofearOnline/luminate,community,1.1.9,2023-12-20,2023-12-20,879,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,764,1,0
nokia-eda/aaa-v1,community,1.0.0,2026-04-30,2026-04-30,17,,,,✅,,✅,,,,5,0,12,0,0,0,0,0,17,,6,1,0
nokia-eda/aaa-v1alpha1,community,1.0.1,2026-01-31,2025-08-29,106,,,,✅,,✅,,,,1,0,4,0,0,0,0,0,5,,860,7,0
nokia-eda/ai-v1,community,1.0.0,2026-04-30,2026-04-30,17,,,,✅,,✅,,,,5,0,12,0,0,0,0,0,17,,6,1,0
nokia-eda/aifabrics-v1,community,1.0.0,2026-04-30,2026-04-30,17,,,,✅,,✅,,,,1,0,4,0,0,0,0,0,5,,6,1,0
nokia-eda/aifabrics-v1alpha1,community,1.0.1,2026-01-31,2025-08-29,106,,,,✅,,✅,,,,1,0,4,0,0,0,0,0,5,,560,5,0
nokia-eda/appstore-v1,community,1.1.0,2026-04-30,2025-08-29,17,,,,✅,,✅,,,,3,0,9,0,0,0,0,0,12,,605,6,0
