Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
evroc-oss/evroc,community,0.4.2,2026-05-13,2026-05-11,4,,,✅,✅,,,,✅,,12,0,15,0,0,0,0,0,27,,16,2,0
ewilde/kibana,community,0.7.10,2021-03-25,2021-02-08,1879,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,16.0K,7,0
ExB-Group/uptimerobot,community,0.9.4,2023-07-11,2023-07-11,1041,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,114.3K,1,0
excellaco/anchore,community,0.1.3,2021-11-24,2021-10-19,1635,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,7.3K,4,0
Exchizz/sql,community,0.4.1,2022-02-20,2022-02-20,1547,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,3.6K,1,0
exileed/uptimerobot,community,0.1.1,2021-11-16,2021-11-11,1643,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,21.1K,2,0
exoscale/exoscale,partner,0.69.2,2026-05-05,2020-07-22,12,,,✅,,,,✅,,,31,0,25,0,0,0,0,4,56,,5.4M,81,0
expnch/codefresh,community,0.4.1-alpha,2023-05-12,2023-05-12,1101,,,✅,,,,✅,,,13,0,10,0,0,0,0,1,23,,1.6K,1,0
extenda/hiiretail,community,0.1.14-beta,2025-12-16,2025-10-08,152,,,✅,,,,✅,,,6,0,3,0,0,0,0,2,9,,318,3,4
eyebrowkang/garage,community,0.1.0,2026-01-27,2026-01-27,110,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,88,1,0
eyebrowkang/wireguard,community,0.1.0,2025-12-28,2025-12-28,140,,,,✅,,✅,,,,2,0,0,0,0,0,1,0,3,,107,1,0
EyevinnOSC/osc,community,0.7.1,2026-04-06,2024-11-18,41,,,,✅,,✅,,,,181,0,0,0,0,0,0,0,181,,2.7K,11,0
EZSCALE/virtfusion,community,0.0.3,2023-10-24,2023-10-22,936,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,2.2K,2,0
Ezzahhh/tunnel,community,1.3.1,2025-01-07,2024-12-30,495,,,,✅,,✅,,,,0,0,1,1,0,0,0,0,2,,8.9K,6,0
f0rkz/awx,community,0.9.1,2022-02-14,2021-08-17,1553,,,✅,,,,✅,,,22,0,13,0,0,0,0,0,35,,255.8K,11,0
F21/cloudflare,community,4.16.0-fork,2023-10-12,2023-09-08,948,,,,✅,,✅,,,,107,0,18,0,0,0,0,3,125,,977,2,0
F21/oci,community,7.25.0-fork,2025-11-12,2023-03-15,186,,,✅,,,,✅,,,891,0,"2,178",0,0,0,0,17,"3,069",,4.6K,12,135
F21/storj,community,0.0.2-fork1,2023-09-19,2023-04-24,971,,,✅,,,,✅,,,4,0,3,0,0,0,0,0,7,,1.6K,2,0
F21/tls,community,4.1.0-fork,2025-11-12,2023-08-03,186,,,✅,,,,✅,,,4,0,2,2,0,0,0,0,8,,906,5,0
F5Networks/bigip,partner,1.26.0,2026-03-25,2020-08-18,53,,,✅,,,,✅,,,79,0,17,0,0,0,0,2,96,,7.9M,52,8
F5Networks/bigipnext,partner,1.4.0,2024-12-09,2024-03-29,524,,,,✅,,✅,,,,20,0,1,0,0,0,0,0,21,,5.5K,8,0
F5Networks/f5os,partner,1.11.1,2026-05-14,2023-06-07,3,,,,✅,,✅,,,,20,0,2,0,0,0,0,0,22,,27.6K,22,0
f5xc-salesdemos/f5xc,community,3.29.0,2026-05-03,2026-05-02,14,,,,✅,,✅,,,,100,0,100,0,0,0,3,7,203,,14,3,19
Fabianoshz/homeassistant,community,0.2.0,2026-05-01,2026-04-26,16,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,966,8,0
FabianSchurig/bitbucket,community,0.15.6,2026-04-30,2026-04-04,17,,,✅,,,,✅,,,59,0,59,0,0,0,0,0,118,,1.7K,29,21
FabioAntunes/metanetworks,community,1.0.0-pre-2.4,2022-04-08,2022-03-09,1500,,,✅,,,,✅,,,26,0,5,0,0,0,0,0,31,,44.2K,7,0
fabiogermann/confluence,community,0.2.16,2023-07-17,2023-01-11,1035,,,,✅,,✅,,,,4,0,1,0,0,0,0,0,5,,823.2K,12,0
fabiogermann/elastic-siem,community,0.1.5,2025-05-01,2023-01-21,381,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,10.2K,13,0
fabiopaiva/postgresql,community,1.18.2,2022-12-20,2022-11-16,1244,,,✅,,,,✅,,,14,0,0,0,0,0,0,0,14,,5.2K,4,0
Face-to-Face-IT/lakefs,community,0.1.0-alpha,2025-12-19,2025-12-19,149,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,117,1,0
Facets-cloud/argocd,community,0.1.2,2024-04-04,2024-04-04,773,,,✅,,,,✅,,,10,0,1,0,0,0,0,0,11,,207,1,0
Facets-cloud/facets,community,1.2.2,2026-05-14,2025-10-03,3,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,61.8K,12,0
Factory-AI/snyk,community,0.1.0,2026-03-05,2026-03-05,73,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,67,1,0
failfailover-cmd/flokinet,community,0.1.5,2026-05-15,2026-05-08,2,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,7,3,0
failfailover-cmd/hostinger,community,1.0.3,2026-05-08,2025-12-15,9,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,242,4,0
failfailover-cmd/openprovider,community,0.1.6,2026-05-14,2026-05-08,3,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,16,4,0
faiq/aws-spot-instance,community,1.0.1,2020-10-20,2020-09-16,2035,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,9.5K,2,0
FairwindsOps/git,community,0.3.1,2024-01-16,2023-11-14,852,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,19.9K,12,0
fal-ai/fal,community,1.0.1,2025-08-07,2025-08-06,283,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,261,2,0
FalcoSuessgott/dotfiles,community,0.0.1,2022-04-10,2022-04-10,1498,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,1.4K,1,0
fallen-up/kubectl,community,1.19.1,2026-01-31,2026-01-31,106,,,✅,,,,✅,,,2,0,5,0,0,0,0,0,7,,91,1,0
fantech-studio/wings,community,0.1.0,2024-11-06,2024-11-06,557,,,,✅,,✅,,,,1,0,0,0,0,0,1,0,2,,2.1K,1,0
Fantom-App/netlify,community,0.7.10,2021-08-19,2021-08-15,1732,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,26.7K,6,0
farukparhat/vapi,community,1.2.0,2025-09-29,2025-09-29,230,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,489,4,0
fasibio/vault,community,0.0.1,2023-09-09,2023-09-09,981,,,,✅,,✅,,,,3,0,3,0,0,0,0,0,6,,1.3K,1,0
fastly/fastly,partner,9.1.1,2026-04-22,2020-07-30,25,,,✅,,,,✅,,,48,0,47,0,0,0,0,12,95,,18.9M,109,1
fatedier/alicloud,community,2.0.3,2021-08-19,2021-08-19,1732,,,✅,,,,✅,,,353,0,316,0,0,0,0,1,669,,3.6K,4,74
favoretti/adx,community,0.0.40,2026-05-05,2021-03-18,12,,,✅,,,,✅,,,23,0,0,0,0,0,0,0,23,,726.5K,39,0
favoretti/firebase,community,0.2.0,2026-04-13,2026-03-04,34,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,230,4,0
favoretti/firestore,community,0.2.0,2026-04-13,2026-03-04,34,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,11.2K,4,0
fbritoferreira/strapi,community,0.0.6,2026-01-13,2026-01-13,124,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,100,1,0
fceller/atlassian-operations,community,1.1.10,2025-10-07,2025-10-07,222,,,✅,,,,✅,,,16,0,3,0,0,0,0,0,19,,101,1,0
fceller/github,community,4.26.1,2022-06-19,2022-06-19,1428,,,✅,,,,✅,,,41,0,21,0,0,0,0,0,62,,1.0K,1,0
fceller/googleworkspace,community,0.7.1,2025-10-27,2022-03-22,202,,,✅,,,,✅,,,13,0,14,0,0,0,0,1,27,,6.4K,4,0
fceller/jira,community,0.2.0,2025-09-29,2022-02-15,230,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,41.7K,51,0
fceller/slack,community,0.8.0,2022-03-02,2022-03-02,1537,,,✅,,,,✅,,,6,0,5,0,0,0,0,0,11,,4.5K,1,0
fceller/zoom,community,2.0.1,2023-09-19,2022-03-16,971,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,9.9K,8,0
fd008/awsutils,community,1.8.6,2025-10-04,2025-06-28,225,,,,✅,,✅,,,,4,0,5,0,0,0,5,0,14,,10.0K,17,0
fe80/repoflow,community,0.0.3,2026-01-15,2026-01-13,122,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,292,4,0
fe80/zabbix,community,0.0.1,2023-06-29,2023-06-29,1053,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,384,1,0
feditools/mastodon,community,0.1.0,2022-08-27,2022-08-27,1359,,,,✅,,✅,,,,1,0,2,0,0,0,0,0,3,,4.7K,2,0
FedotCompot/redfish,community,1.5.8,2025-04-01,2025-04-01,411,,,✅,,,,✅,,,21,0,10,0,0,0,0,3,31,,760,5,0
feiming/iampolicysplitter,community,0.0.2,2026-01-21,2026-01-21,116,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,954,2,0
FelGel/mongodb,community,2.0.4,2026-02-04,2024-02-05,102,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,166.9K,16,0
FelGel/mongodb,community,2.0.4,2026-02-04,2024-02-05,102,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,166.9K,16,0
Feliksas/kea-dhcp4,community,1.1.2,2022-11-09,2022-11-08,1285,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,242.5K,3,0
Feliksas/routeros,community,1.2.0,2022-10-31,2022-10-31,1294,,,✅,,,,✅,,,22,0,4,0,0,0,0,0,26,,1.5K,1,0
femnad/omglol,community,0.1.4,2023-02-20,2023-02-06,1182,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,3.3K,3,0
femnad/uptimerobot,community,0.1.2,2024-03-24,2024-03-24,784,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,1.4K,3,0
Ferlab-Ste-Justine/etcd,community,0.11.0,2025-07-12,2021-11-11,309,,,✅,,,,✅,,,8,0,3,0,0,0,0,0,11,,35.8M,12,0
Ferlab-Ste-Justine/healthcheck,community,0.3.0,2025-04-04,2024-04-24,408,,,✅,,,,✅,,,0,0,3,0,0,0,0,0,3,,2.2K,3,0
Ferlab-Ste-Justine/minio,community,0.2.0,2022-10-20,2022-10-19,1305,,,✅,,,,✅,,,13,0,1,0,0,0,0,0,14,,2.9M,2,0
Ferlab-Ste-Justine/netaddr,community,0.6.0,2026-02-03,2022-01-06,103,,,✅,,,,✅,,,5,0,10,0,0,0,0,0,15,,33.2M,8,0
Ferlab-Ste-Justine/opensearch,community,0.1.0,2022-09-24,2022-09-24,1331,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,9.3M,1,0
Ferlab-Ste-Justine/patroni,community,0.1.1,2025-08-08,2025-08-08,282,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,4.1M,2,0
Ferlab-Ste-Justine/tlsext,community,0.2.0,2025-03-13,2023-03-31,430,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,1.6M,2,0
fernando-torresan-ifood/aws,community,3.27.0,2020-12-13,2020-12-13,1981,,,✅,,,,✅,,,645,0,220,0,0,0,0,4,865,,13.9K,1,123
ferranbt/ethereum,community,0.1.1,2024-01-08,2024-01-08,860,,,✅,,,,✅,,,3,0,9,0,0,0,0,0,12,,2.1K,2,0
fetch-rewards/confluent-schema-registry,community,1.4.0,2024-10-18,2023-12-04,576,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,110.0K,8,0
fetch-rewards/pagerduty,community,2.11.3,2023-04-13,2023-04-13,1130,,,✅,,,,✅,,,41,0,21,0,0,0,0,0,62,,1.2K,1,0
ffddorf/iphelpers,community,1.0.1,2024-02-03,2024-02-03,834,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,2.4K,2,0
ffddorf/netbox-bgp,community,0.1.0,2026-05-05,2025-11-29,12,,,,✅,,✅,,,,8,0,4,0,0,0,0,0,12,,772,9,0
fgh151/adman,community,0.0.1,2021-10-06,2021-10-06,1684,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,3.2K,1,1
fgh151/regru,community,0.0.1,2021-10-06,2021-10-06,1684,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,68.1K,1,1
fgouteroux/loki,community,1.0.2,2026-01-23,2023-07-25,114,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,1.6M,12,0
fgouteroux/mimir,community,1.0.12,2026-05-05,2022-09-02,12,,,✅,,,,✅,,,4,0,4,0,0,0,0,0,8,,2.7M,39,0
fh-dfarrar/panos,community,0.0.6,2022-12-13,2022-12-12,1251,,,✅,,,,✅,,,174,0,84,0,0,0,0,4,258,,2.5K,2,10
fhioru/tfutils,community,0.2.2,2024-05-12,2024-05-12,735,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,1.4K,2,0
fhke/jks,community,1.0.1,2023-10-25,2023-10-22,935,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,22.8K,2,0
fholzer/nutanix,community,2.3.1,2025-09-26,2025-09-26,233,,,✅,,,,✅,,,115,0,161,0,0,0,0,0,276,,146,1,0
fianulabs/fianu,community,0.1.16,2026-05-14,2026-05-13,3,,,,✅,,✅,,,,1,0,0,0,0,1,0,0,2,,4,3,0
fiftech/chef,community,0.4.0,2024-11-06,2022-04-25,557,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,10.1K,2,0
figma/aws,community,3.74.0-figma.0,2022-02-02,2021-07-21,1565,,,✅,,,,✅,,,898,0,315,0,0,0,0,4,"1,213",,2.8M,29,148
figma/aws-4-49-0,community,4.49.0,2023-01-14,2023-01-14,1219,,,✅,,,,✅,,,"1,131",0,433,0,0,0,0,6,"1,564",,123.6K,1,190
figma/figma,community,0.0.3,2023-10-05,2023-10-04,955,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,132.3K,3,0
figma/slack,community,1.3.2,2023-05-22,2023-05-22,1091,,,✅,,,,✅,,,2,0,3,0,0,0,0,0,5,,143.5K,1,1
fijolekProjects/statuspage,community,0.0.2,2025-04-30,2025-04-30,382,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,186,1,0
fikisipi/tinydeploy,community,0.0.9,2021-08-30,2021-08-29,1721,,,,,,,,,,1,0,2,0,0,0,0,0,3,,7.8K,9,0
Files-com/files,partner,0.1.548,2026-05-15,2024-07-12,2,,,,✅,,✅,,,,46,0,59,0,0,0,0,0,105,,70.8K,424,0
filess-io/dedicated,community,1.0.6,2025-11-17,2025-11-17,181,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,286,3,0
filfreire/git,community,0.1.5,2024-06-19,2024-06-19,697,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,5.1K,2,0
filipowm/unifi,community,1.0.0,2025-03-22,2025-02-23,421,,,✅,,,,✅,,,35,0,10,0,0,0,0,2,45,,248.5K,2,0
Filirom1/keycloak-user-cache,community,0.0.5,2024-01-22,2024-01-22,846,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,3.3K,5,0
Filirom1/kuc,community,0.0.5,2024-01-22,2024-01-22,846,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,2.1K,3,0
FindHotel/kubectl,community,2.0.0,2024-11-21,2024-11-13,542,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,13.7K,3,0
FindHotel/sops,community,0.2.1,2025-06-03,2025-06-03,348,,,,✅,,✅,,,,0,0,0,0,0,0,2,0,2,,33.2K,1,0
fingerco/chattyops,community,0.0.2-pre4,2021-05-07,2021-05-06,1836,,,,,,,,,,2,0,0,0,0,0,0,0,2,,1.8K,4,2
finomen/swos,community,0.0.2-alpha1,2025-09-05,2025-09-05,254,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,278,2,0
fintreal/appstore,community,1.3.0,2025-10-29,2025-05-27,200,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,2.5K,8,0
fintreal/eas,community,1.16.4,2025-10-30,2025-04-04,199,,,,✅,,✅,,,,6,0,4,0,0,0,0,0,10,,5.6K,14,0
fionn/pokemon,community,0.0.3,2025-09-30,2025-03-29,229,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,479,3,0
firebovine/wordle,community,0.14.0,2022-02-22,2022-02-22,1545,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,19.4K,11,0
fireflycons/localos,community,0.2.1,2023-11-08,2023-10-18,921,,,,✅,,✅,,,,0,0,4,0,0,0,0,0,4,,6.1K,5,0
firehydrant/firehydrant,partner,0.15.1,2026-05-13,2020-12-04,4,,,✅,,,,✅,,,20,0,25,0,0,0,0,18,45,,284.2K,49,2
FireTail-io/get,community,0.0.4,2023-03-10,2023-03-03,1164,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,3.3K,3,0
Fishbowl-Solutions/cmbox,community,1.0.0,2025-10-13,2025-10-13,216,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,170,1,0
fitbeard/radosgw,community,1.2.2,2026-04-14,2026-02-05,33,,,,✅,,✅,,,,17,0,13,0,0,0,0,0,30,,1.6K,5,3
Five-Nines-io/fivenines,community,0.3.1,2026-03-30,2026-03-25,48,,,✅,,,,✅,,,6,0,4,0,0,0,0,0,10,,325,5,0
fiveai/k8s,community,0.2.2,2021-02-03,2021-02-03,1929,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,699.3K,1,0
fknittel/counters,community,0.0.6,2024-08-29,2024-08-29,626,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,56.7K,3,0
Flaconi/algolia,community,0.6.1,2025-09-01,2025-09-01,258,,,✅,,,,✅,,,6,0,2,0,0,0,0,0,8,,212,1,0
Flaconi/commercetools,community,1.6.9-fl.1,2023-05-17,2021-08-31,1096,,,✅,,,,✅,,,21,0,1,0,0,0,0,3,22,,29.7K,13,0
Flaconi/contentful,community,3.0.0,2024-03-11,2023-10-25,797,,,✅,,,,✅,,,10,0,0,0,0,0,0,0,10,,15.7K,10,0
Flaconi/github,community,6.4.0-fl.1,2024-12-17,2022-01-05,516,,,✅,,,,✅,,,70,0,61,0,0,0,0,0,131,,33.1K,13,0
Flagsmith/flagsmith,partner,0.10.0,2026-04-06,2022-07-07,41,,,,✅,,✅,,,,7,0,2,0,0,0,0,0,9,,175.3K,17,0
Flared/postgresql,community,10.26.4,2025-12-10,2025-12-10,158,,,✅,,,,✅,,,15,0,3,0,0,0,0,0,18,,126,1,0
flashcatcloud/flashduty,community,0.1.0,2026-03-18,2026-03-18,60,,,,✅,,✅,,,,12,0,13,0,0,0,0,0,25,,68,1,0
Flawless/aidbox,community,0.1.8,2025-04-29,2025-04-25,383,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,1.3K,7,0
Flawless/billingbox,community,0.3.22,2025-06-26,2025-05-08,325,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,4.1K,24,0
flbla/harbor,community,1.0.0,2022-12-20,2022-12-20,1244,,,✅,,,,✅,,,18,0,2,0,0,0,0,0,20,,1.2K,1,0
Flex-O-SAS/growthbook,community,2.0.0,2026-03-12,2025-06-10,66,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,23.3K,6,0
Flex-O-SAS/novu,community,0.1.4,2026-01-24,2025-10-14,113,,,,✅,,✅,,,,2,0,6,0,0,0,0,0,8,,307,3,0
Flex-O-SAS/saasutils,community,1.0.7,2026-02-16,2025-10-30,90,,,,✅,,✅,,,,2,0,1,0,0,0,3,0,6,,4.4K,8,0
FlexibleEngineCloud/flexibleengine,community,1.46.0,2024-03-20,2020-09-04,788,,,✅,,,,✅,,,240,0,116,0,0,0,0,1,356,,6.3M,43,54
flexkube/flexkube,community,0.9.0,2023-08-28,2020-08-31,993,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,15.0K,8,0
flipyap/microsoft-adcs,community,0.1.6,2023-09-01,2023-09-01,989,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,9.8K,2,0
floatcap/netlify,community,0.6.13,2021-10-05,2021-10-05,1685,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,2.8K,1,0
flooopro/porkbun,community,0.0.2,2025-06-17,2025-06-17,334,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,262,2,0
florian-forestier/uca,community,1.2.2,2026-03-02,2025-09-28,76,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,653,3,0
florianehmke/synology,community,0.7.5,2026-04-11,2026-04-06,36,,,,✅,,✅,,,,20,0,5,0,0,0,3,0,28,,2.1K,6,4
florianoversmake/laravel,community,1.1.0,2025-05-10,2025-03-19,372,,,,✅,,✅,,,,16,0,4,0,0,0,0,0,20,,652,4,0
FlorianPerrot/ovh,community,0.26.0,2022-12-21,2022-12-21,1243,,,✅,,,,✅,,,73,0,81,0,0,0,0,0,154,,1.1K,1,0
flovouin/metabase,community,0.14.1,2026-02-03,2022-12-22,103,,,,✅,,✅,,,,9,0,4,0,0,0,0,0,13,,98.3K,20,0
FlowerWitch/hashicups,community,0.2.2,2026-01-05,2026-01-03,132,,,,✅,,✅,,,,1,0,1,1,0,1,1,0,5,,202,2,0
flowswiss/flow,community,1.1.1,2025-11-12,2022-10-14,186,,,,✅,,✅,,,,24,0,28,0,0,0,0,0,52,,2.7K,3,0
floydspace/fly,community,0.2.0,2023-04-09,2023-04-06,1134,,,,✅,,✅,,,,5,0,4,0,0,0,0,0,9,,5.0K,3,0
floydspace/strava,community,0.1.0,2023-04-03,2023-04-03,1140,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,1.2K,1,0
floydspace/wso2apim,community,0.3.1,2024-03-16,2024-03-08,792,,,,✅,,✅,,,,4,0,4,0,0,0,0,0,8,,3.1K,5,0
flpajany/omni,community,0.1.8,2025-08-07,2025-08-07,283,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,143,1,0
fluer-cancom/cancom-marketplace,community,1.0.7,2026-01-27,2026-01-26,110,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,758,8,0
fluxcd/flux,community,1.8.7,2026-05-12,2020-11-03,5,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,42.4M,123,0
fmguerreiro/pgmold,community,0.3.0,2026-01-13,2026-01-13,124,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,130,2,0
fmontezuma/restapi,community,1.14.1,2020-09-24,2020-09-24,2061,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,4.3M,1,0
fnaoto/deploygate,community,1.0.6,2022-12-10,2021-05-15,1254,,,✅,,,,✅,,,4,0,4,0,0,0,0,0,8,,12.4K,8,0
fnietoga/xtratusipam,community,0.1.0,2023-02-06,2023-02-06,1196,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,1.3K,1,0
folio-sec/zoom,community,0.0.13,2026-04-25,2024-08-22,22,,,,✅,,✅,,,,18,0,8,0,0,0,0,0,26,,2.1K,13,2
followrabbit-ai/rabbit,community,1.0.1,2026-05-15,2026-05-14,2,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,22,2,0
Foltik/vyos,community,0.3.4,2025-05-29,2021-07-04,353,,,,✅,,✅,,,,4,0,1,0,0,0,0,0,5,,21.5K,8,0
Forcepoint-NSP/fp-ngfw-smc,community,1.741.0,2026-03-23,2026-03-16,55,,,,✅,,✅,,,,621,0,2,0,0,2,0,9,625,,343,2,11
foreflight/teamcity,community,0.1.8,2022-06-23,2021-11-18,1424,,,✅,,,,✅,,,9,0,1,0,0,0,0,0,10,,10.6K,4,0
forevanyeung/jiraassets,community,0.1.0,2023-11-07,2023-11-07,922,,,,✅,,✅,,,,1,0,1,0,0,0,0,0,2,,1.2K,1,0
formalco/formal,community,4.16.1,2026-05-14,2025-10-13,3,,,✅,,,,✅,,,39,0,4,0,0,0,0,0,43,,440.1K,212,0
formancehq/cloud,community,0.0.15,2026-04-28,2025-06-02,19,,,,✅,,✅,,,,5,0,4,0,0,0,0,0,9,,43.0K,15,0
formancehq/stack,community,0.0.11,2026-04-14,2025-06-17,33,,,,✅,,✅,,,,7,0,0,0,0,0,0,0,7,,41.6K,12,0
FormidableLabs/s3extra,community,0.1.3,2022-02-13,2021-12-16,1554,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,6.7K,3,0
formstack/snyk,community,0.4.4,2024-01-02,2022-07-26,866,,,✅,,,,✅,,,4,0,4,0,0,0,0,0,8,,31.8K,7,0
ForsakenHarmony/proxmox,community,0.0.0-canary.6523af7d,2024-03-28,2023-06-26,780,,,,✅,,✅,,,,24,0,21,0,0,0,0,3,45,,10.2K,22,2
fortanix/ccm,community,0.1.0,2026-04-21,2026-04-21,26,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,48,1,0
fortanix/dsm,partner,0.5.36,2025-09-18,2021-11-25,241,,,✅,,,,✅,,,22,0,11,0,0,0,0,9,33,,146.4K,29,0
fortinet/fortiappseccloud,community,1.0.5,2025-10-14,2024-12-03,215,,,✅,,,,✅,,,2,0,0,0,0,0,0,1,2,,1.3K,6,1
fortinetdev/fmgdevice,partner,1.4.0,2026-04-30,2024-07-29,17,,,✅,,,,✅,,,"1,294",0,0,0,0,0,0,4,"1,294",,5.8K,6,47
fortinetdev/fortiadc,partner,1.3.1,2025-10-30,2023-03-02,199,,,✅,,,,✅,,,171,0,270,0,0,0,0,2,441,,10.1K,5,9
fortinetdev/fortianalyzer,partner,1.5.2,2025-12-11,2022-03-12,157,,,✅,,,,✅,,,132,0,0,0,0,0,0,1,132,,27.1K,17,19
fortinetdev/fortiflexvm,partner,2.4.4,2025-12-16,2023-03-24,152,,,✅,,,,✅,,,6,0,6,1,0,0,0,2,13,,33.8K,15,5
fortinetdev/fortimanager,partner,1.17.0,2026-05-04,2021-06-07,13,,,✅,,,,✅,,,"1,138",0,0,0,0,0,0,4,"1,138",,197.9K,21,82
fortinetdev/fortios,partner,1.24.1,2026-01-27,2020-07-29,110,,,✅,,,,✅,,,722,0,232,0,0,0,0,7,954,,5.8M,56,46
fortinetdev/fortipam,partner,1.0.0,2024-12-11,2024-12-11,522,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,1.9K,1,0
fortinetdev/fortisase,partner,1.2.0,2026-04-29,2025-09-30,18,,,,✅,,✅,,,,84,0,120,0,0,0,0,1,204,,3.3K,3,6
fortinetdev/fortiswitch,partner,1.1.6,2025-09-16,2023-08-03,243,,,✅,,,,✅,,,182,0,93,0,0,0,0,3,275,,7.4K,8,9
fortinetdev/fortitokencloud,partner,1.0.0,2024-08-02,2024-08-02,653,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,2.3K,1,0
fortinetdev/fortiweb,partner,1.0.0,2026-02-04,2026-02-04,102,,,✅,,,,✅,,,103,0,1,0,0,0,0,2,104,,688,1,7
