Provider,Tier,Latest Version,Latest Version Published,Created At,Days Since Update,,Protocol v4,Protocol v5,Protocol v6,,Cohort: Framework only,Cohort: SDKv2 only,Cohort: Framework+SDKv2,,Managed Resources,Resource Identities,Data Sources,Ephemeral Resources,List Resources,Actions,Provider Functions,Guides,Total Features,,Downloads,Version Count,Subcategories
dhf22/postgresql,community,2.0.5,2024-08-29,,637,,,✅,,,,✅,,,14,0,3,0,0,0,0,0,17,,"2,644",1,0
matthewbaggett/ssh,community,0.1.0,2024-01-20,,859,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,644",1,0
armandocerna/awx,community,0.1.4,2024-03-14,,804,,,✅,,,,✅,,,28,0,15,0,0,0,0,0,43,,"2,643",4,0
yfodil/scaleway,community,2.50.11,2024-03-29,,790,,,✅,,,,✅,,,103,0,82,0,0,0,0,6,185,,"2,642",10,25
danskespil/pacman,community,1.1.0,2022-11-09,,1295,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,640",2,0
bamhm182/docker,community,0.0.3,2023-12-30,,879,,,✅,,,,✅,,,10,0,5,0,0,0,0,0,15,,"2,639",1,0
apparentlymart/hcl,community,0.1.1,2024-12-07,,536,,,,✅,,✅,,,,0,0,0,0,0,0,4,2,4,,"2,639",2,0
transneptune/discord,community,0.0.1,2022-07-09,,1418,,,✅,,,,✅,,,10,0,6,0,0,0,0,0,16,,"2,636",1,0
kurrent-io/kurrentcloud,community,2.1.1,2026-05-06,,22,,,✅,,,,✅,,,10,0,2,0,0,0,0,3,12,,"2,635",8,0
jeremmfr/lvsnetwork,community,1.2.0,2021-07-30,,1763,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"2,631",1,0
Marudny/ansible,community,3.0.0,2022-08-02,,1395,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,630",1,0
atlantis-eeveebank/sigsci,community,0.1.0,2020-10-05,,2060,,,✅,,,,✅,,,13,0,0,0,0,0,0,1,13,,"2,626",1,0
bees-oss/optimizely,community,0.0.24,2022-09-27,,1338,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,"2,625",1,0
daniepett/qlik,community,0.1.2,2023-11-27,,912,,,,✅,,✅,,,,5,0,5,0,0,0,0,0,10,,"2,625",3,0
cdot65/junos-interfaces,community,0.0.1,2022-03-23,,1527,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,624",1,0
intercloud/intercloud,community,1.1.0,2020-09-02,,2093,,,✅,,,,✅,,,3,0,4,0,0,0,0,0,7,,"2,621",1,4
FriendsOfDrone/drone,community,0.0.1,2022-03-05,,1545,,,✅,,,,✅,,,4,0,0,0,0,0,0,0,4,,"2,618",1,0
roondar/awx,community,1.2.1,2023-04-05,,1148,,,✅,,,,✅,,,28,0,15,0,0,0,0,0,43,,"2,617",2,0
evgenkisel/foreman,community,0.1.1,2024-02-27,,820,,,✅,,,,✅,,,28,0,29,0,0,0,0,0,57,,"2,616",2,0
danitso/clouddk,community,0.4.0,2021-02-11,,1932,,,✅,,,,✅,,,4,0,12,0,0,0,0,0,16,,"2,615",1,0
saileshgiri/infoblox,community,1.2.2,2021-04-22,,1861,,,✅,,,,✅,,,7,0,1,0,0,0,0,0,8,,"2,614",1,0
dvulpe/kubernetes,community,1.13.3,2020-10-17,,2048,,,✅,,,,✅,,,34,0,10,0,0,0,0,1,44,,"2,611",1,0
aiwasaki126/natureremo,community,1.0.0,2023-11-30,,909,,,,✅,,✅,,,,2,0,2,0,0,0,0,2,4,,"2,611",3,0
Fouad-Kichauat/fivetran,community,0.3.6,2022-04-21,,1497,,,✅,,,,✅,,,4,0,9,0,0,0,0,0,13,,"2,609",1,0
soonchee23/st-tencentcloud,community,1.2.3,2025-02-12,,470,,,,✅,,✅,,,,4,0,2,0,0,0,0,0,6,,"2,607",14,0
remilapeyre/metabase,community,0.9.2,2025-05-08,,384,,,,✅,,✅,,,,8,0,1,0,0,0,0,0,9,,"2,605",3,0
Bald1nh0/passbolt,community,1.8.1,2026-04-28,,29,,,,✅,,✅,,,,5,0,4,0,0,0,0,3,9,,"2,605",17,5
chonthu/site24x7,community,1.2.4,2021-03-03,,1912,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,605",1,0
fintreal/appstore,community,1.3.0,2025-10-29,,211,,,,✅,,✅,,,,2,0,1,0,0,0,0,0,3,,"2,603",8,0
Panzer1119/proxmox,community,2.9.15,2023-05-06,,1117,,,✅,,,,✅,,,2,0,0,0,0,0,0,2,2,,"2,603",3,0
clangley/postgresreplication,community,0.8.4,2021-04-07,,1876,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,600",1,0
pooknull/percona,community,0.4.0,2022-10-11,,1325,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,598",2,0
amadureira/aws,community,3.26.18,2021-02-09,,1933,,,✅,,,,✅,,,665,0,230,0,0,0,0,4,895,,"2,597",2,127
panasenco/fivetran,community,0.6.13-rc.5,2023-02-17,,1195,,,✅,,,,✅,,,6,0,9,0,0,0,0,0,15,,"2,597",2,0
RevBits/pam,community,1.0.1,2021-09-27,,1703,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,596",1,0
smehboub/incapsula,community,2.7.3-pre,2021-03-12,,1903,,,✅,,,,✅,,,12,0,0,0,0,0,0,0,12,,"2,595",1,0
dorgeln/libvirt,community,0.6.15-alpha.1,2022-03-31,,1518,,,✅,,,,✅,,,6,0,0,0,0,0,0,0,6,,"2,593",1,0
blueserverio/ros,community,0.2.2,2022-11-03,,1301,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,592",2,0
nuodb/nuodbaas,community,1.4.0,2025-02-21,,460,,,,✅,,✅,,,,4,0,8,0,0,0,0,0,12,,"2,585",5,0
4thel00z/sql,community,0.1.7,2022-11-06,,1299,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,"2,580",4,0
kvcpr/template,community,2.2.0-arm,2022-01-24,,1584,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"2,580",1,0
tiaden/libvirt,community,0.7.6,2024-04-23,,764,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,"2,576",2,0
CloudCIX/cloudcix,community,0.22.1,2026-05-25,,2,,,,✅,,✅,,,,10,0,11,0,0,0,0,0,21,,"2,573",43,0
daangn/aws,community,3.68.0-daangn.2,2021-12-10,,1629,,,✅,,,,✅,,,843,0,289,0,0,0,0,4,"1,132",,"2,570",3,143
todoroff/multipass,community,1.7.1,2026-04-24,,33,,,,✅,,✅,,,,5,0,4,0,0,0,0,0,9,,"2,568",12,0
arjunrajnetapp/instaclustr,community,2.0.1,2022-09-23,,1343,,,✅,,,,✅,,,8,0,15,0,0,0,0,0,23,,"2,566",2,0
cysp/kevel,community,0.0.5,2024-06-11,,715,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,"2,566",5,0
gidsi/njalla,community,1.0.0,2020-11-12,,2022,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,562",1,0
ip812/gitsync,community,1.3.0,2025-12-14,,164,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,"2,560",4,0
Traceableai/traceable,community,1.0.11,2025-06-20,,342,,,,✅,,✅,,,,13,0,5,0,0,0,0,0,18,,"2,559",10,0
rissson/matrix,community,0.0.0,2021-12-29,,1610,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,552",1,0
corellium/corellium,community,0.0.3-alpha,2025-05-02,,390,,,✅,,,,✅,,,5,0,0,0,0,0,0,0,5,,"2,550",2,0
chris922/openhab,community,0.0.1-pre,2022-01-09,,1599,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,"2,550",1,0
deweb-services/dws,community,0.0.17,2025-07-15,,317,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,"2,547",7,0
telia-oss/tiga,community,0.0.7,2023-06-01,,1092,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,546",3,0
globalelements-gmbh/minio,community,1.1.1,2021-01-07,,1967,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,545",1,0
marcfrederick/porkbun,community,1.3.3,2026-04-26,,31,,,,✅,,✅,,,,4,0,4,1,0,0,0,0,9,,"2,543",8,0
paultyng/mastodon,community,0.0.2,2022-11-07,,1297,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,542",2,0
honeybeehacker/testing,community,1.0.7,2021-12-07,,1633,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"2,542",1,0
Danalock/git,community,0.1.4,2023-06-26,,1067,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,541",1,0
barnes-c/landb,community,1.2.2,2025-06-18,,343,,,,✅,,✅,,,,3,0,2,0,0,0,0,0,5,,"2,532",17,0
epierre-wx/waapm,community,1.0.13,2021-07-21,,1771,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,532",1,0
TVKain/cloudcix-dev,community,0.22.1,2025-12-04,,175,,,,✅,,✅,,,,10,0,11,0,0,0,0,0,21,,"2,530",26,0
fh-dfarrar/panos,community,0.0.6,2022-12-13,,1261,,,✅,,,,✅,,,174,0,84,0,0,0,0,4,258,,"2,529",2,10
hkak03key/gdrive,community,0.0.1,2021-01-07,,1966,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,527",1,0
avitsidis/rabbitmq,community,1.7.1-refreshbindings1,2023-01-05,,1239,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,"2,522",1,0
goredar/opsgenie,community,0.6.28,2023-06-30,,1062,,,,✅,,✅,,,,19,0,6,0,0,0,0,0,25,,"2,521",4,0
saffronjam/nginx-proxy-manager,community,0.2.4,2022-12-16,,1258,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,517",3,0
youscan/restapi,community,1.16.1,2022-01-11,,1597,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,517",1,0
edimarlnx/libvirt,community,99.7.9,2024-03-18,,800,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,"2,515",4,0
toscott/helm,community,2.4.3-authentication2,2022-03-21,,1528,,,✅,,,,✅,,,1,0,1,0,0,0,0,1,2,,"2,514",1,0
xuyaming-0800/teststack,community,0.0.1,2022-02-09,,1569,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,514",1,1
Jstrategia-dev/kustomize,community,1.0.0,2020-09-28,,2067,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,513",1,0
enable-la/deadline,community,1.0.12,2025-01-11,,501,,,,✅,,✅,,,,9,0,0,0,0,0,0,0,9,,"2,511",13,0
vravind1/openai,community,0.2.0,2023-06-16,,1076,,,,✅,,✅,,,,0,0,1,0,0,0,0,1,1,,"2,511",3,0
jacobgarcia-okta/ultradns,community,0.3.0,2022-01-04,,1604,,,✅,,,,✅,,,7,0,0,0,0,0,0,0,7,,"2,510",1,0
aslubsky/hetzner-robot,community,1.0.0,2024-01-23,,856,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,509",1,0
danitso/ironio,community,0.3.0,2021-02-11,,1932,,,✅,,,,✅,,,3,0,4,0,0,0,0,0,7,,"2,504",1,0
hayorov/azuread,community,2.8.0-hayorov,2021-11-04,,1666,,,✅,,,,✅,,,16,0,11,0,0,0,0,6,27,,"2,503",1,12
Softwarehuset-com/mssql,community,0.1.4,2023-08-21,,1011,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,"2,503",4,0
EthDevOps/nodeping,community,0.0.8,2024-01-25,,853,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,503",2,0
redeux/kubernetes,community,10.0.2,2020-12-09,,1995,,,✅,,,,✅,,,34,0,10,0,0,0,0,0,44,,"2,500",1,0
novia-financial/newpgp2,community,1.0.8,2023-07-13,,1049,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,500",4,0
jeremmfr/lvslb,community,1.1.0,2021-07-30,,1763,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,496",1,0
cdnetworks-api/cdnetworks,community,1.0.13,2025-12-26,,153,,,✅,,,,✅,,,26,0,24,0,0,0,0,0,50,,"2,493",13,4
akindgroup/constellix,community,0.4.10,2025-04-01,,422,,,✅,,,,✅,,,29,0,29,0,0,0,0,0,58,,"2,490",2,0
darkhonor/technitium,community,1.2.0,2026-05-23,,4,,,✅,,,,✅,,,9,0,8,0,0,0,0,1,17,,"2,490",4,0
IBM/ode,official,1.0.1,2025-07-29,,302,,,,✅,,✅,,,,2,0,1,0,0,0,0,2,3,,"2,489",1,0
maximiliend/proxmox,community,2.9.7,2022-04-06,,1512,,,✅,,,,✅,,,2,0,0,0,0,0,0,2,2,,"2,487",1,0
iverberk/nexus,community,1.21.3,2023-07-20,,1043,,,✅,,,,✅,,,63,0,60,0,0,0,0,0,123,,"2,480",1,6
guido9j/spinnaker,community,1.0.9,2022-09-11,,1354,,,✅,,,,✅,,,4,0,1,0,0,0,0,0,5,,"2,480",3,0
ichtiosapiens/kubernetes,community,2.0.3,2021-02-19,,1923,,,✅,,,,✅,,,34,0,10,0,0,0,0,2,44,,"2,479",1,0
Jimdo/solaris,community,1.0.3,2023-01-31,,1212,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,479",1,0
naitmare01/week,community,0.0.2,2023-08-15,,1016,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,477",2,0
pranjalv123/influxdb-v2,community,0.4.10,2024-02-12,,836,,,✅,,,,✅,,,3,0,3,0,0,0,0,0,6,,"2,476",4,0
novia-leeg/pgp,community,1.0.4,2023-07-07,,1056,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,475",4,0
sikalabs/secret,community,0.1.0-dev-1,2021-11-11,,1658,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,472",1,0
someara/dns,community,2.3.0-pre,2020-08-11,,2115,,,✅,,,,✅,,,8,0,8,0,0,0,0,0,16,,"2,471",1,0
Progressive-Insurance/pgrneo4jaura,community,1.1.0,2025-11-11,,197,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"2,470",3,0
gargrishabh75/redshift,community,0.8.0,2022-03-29,,1520,,,✅,,,,✅,,,8,0,5,0,0,0,0,0,13,,"2,464",1,0
maxnasonov/urlshorten,community,0.0.10,2022-05-13,,1475,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,464",1,0
tonedefdev/infoblox,community,1.1.0,2022-03-29,,1520,,✅,✅,✅,,,,✅,,0,0,0,0,0,0,0,0,0,,"2,458",1,0
getupcloud/cronitor,community,1.0.11,2022-12-17,,1257,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,457",3,0
ffddorf/iphelpers,community,1.0.1,2024-02-03,,844,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,455",2,0
makrotan/incloud,community,0.0.4,2022-11-21,,1284,,,✅,,,,✅,,,8,0,0,0,0,0,0,0,8,,"2,453",2,0
raymondberg/redshift,community,1.0.1,2021-02-06,,1937,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,449",1,0
joaqquin89/timeconvert,community,1.0.0,2022-01-11,,1597,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,448",1,0
crashev/pingdom,community,1.1.4,2023-08-01,,1030,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,447",1,0
Vitesco-Technologies/qip,community,1.0.1,2023-12-20,,890,,,✅,,,,✅,,,2,0,2,0,0,0,0,0,4,,"2,443",2,0
rincedd/netcup-scp,community,0.0.1,2021-01-24,,1949,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,440",1,0
Cray-HPE/libvirt,community,0.7.7-cray.1,2024-01-09,,869,,,✅,,,,✅,,,6,0,3,0,0,0,0,0,9,,"2,439",3,0
afichman-netbox-terraform/netbox,community,3.8.3-afichman,2024-02-05,,842,,,✅,,,,✅,,,67,0,40,0,0,0,0,0,107,,"2,432",4,7
johanlundberg92/cleuracloud,community,0.2.1,2024-06-19,,707,,,,✅,,✅,,,,2,0,2,0,0,0,0,0,4,,"2,426",6,0
WarrenCloudPlatform/warren,community,0.1.3,2024-03-08,,810,,,,✅,,✅,,,,4,0,3,0,0,0,0,0,7,,"2,425",3,0
cyrilgdn/github,community,5.28.2,2023-06-23,,1069,,,✅,,,,✅,,,57,0,52,0,0,0,0,0,109,,"2,423",3,0
sparkpost-terraform/sparkpost,community,0.3.3,2025-10-14,,226,,,,✅,,✅,,,,6,0,1,0,0,0,0,0,7,,"2,423",16,0
lucasdk3/phpipam,community,1.7.0,2024-10-08,,596,,,✅,,,,✅,,,6,0,8,0,0,0,0,0,14,,"2,422",4,0
schmidtjohannes/playground,community,0.2.2,2021-06-27,,1795,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,422",1,0
henrywhitaker3/loadbalancer,community,1.0.5-alpha1,2023-02-13,,1200,,,✅,,,,✅,,,8,0,9,0,0,0,0,0,17,,"2,420",5,0
ukfast/loadbalancer,community,1.0.0-alpha1,2021-08-18,,1743,,,✅,,,,✅,,,8,0,8,0,0,0,0,0,16,,"2,418",1,0
mantasak/ovh,community,1.1.0,2025-02-21,,460,,,✅,,,,✅,,,117,0,132,0,0,0,0,0,249,,"2,417",1,28
cmc-cloud/cmccloudv2,community,1.2605.25,2026-05-26,,2,,,✅,,,,✅,,,100,0,40,0,0,0,0,0,140,,"2,416",10,0
t3chy0n/lastpass,community,0.0.5,2024-03-03,,815,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,415",4,0
rfalias/powershell,community,0.0.1,2021-01-04,,1969,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,415",1,0
get-select/select,community,2.0.1,2025-11-28,,180,,,,✅,,✅,,,,2,0,0,0,0,0,0,0,2,,"2,410",13,0
stijndehaes/test,community,0.0.1,2022-03-11,,1538,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,409",1,0
syseleven/sys11iam,community,1.5.4,2026-03-17,,72,,,,✅,,✅,,,,10,0,1,0,0,0,0,0,11,,"2,403",7,0
TelusAg/cockroachdb,community,0.0.2,2023-03-02,,1182,,,,✅,,✅,,,,4,0,0,0,0,0,0,0,4,,"2,401",2,0
randomcoww/syncthing,community,0.1.6,2025-01-27,,486,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,398",5,0
akomic/vaultoidc,community,0.0.3,2022-12-08,,1266,,,,✅,,✅,,,,0,0,1,0,0,0,0,0,1,,"2,394",3,0
jgrancell/tufin,community,0.0.1,2020-12-17,,1987,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,393",1,0
leebmann24/commercetools,community,1.7.1,2023-07-26,,1036,,,✅,,,,✅,,,21,0,1,0,0,0,0,3,22,,"2,392",3,0
MadJlzz/oneprovider,community,0.7.2,2026-04-10,,47,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,"2,391",11,0
Bafbi/hyperv,community,1.5.4,2026-03-27,,62,,,,✅,,✅,,,,4,0,3,0,0,0,0,0,7,,"2,390",12,0
lifechurch/pingdom,community,1.3.0,2021-01-20,,1953,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,383",1,0
terraform-viettelidc/vcloud,community,3.13.7,2024-09-25,,610,,,✅,,,,✅,,,118,0,131,0,0,0,0,13,249,,"2,381",10,0
TencentCloud/tencentcloudenterprise,community,3.1012.15-alpha,2026-05-22,,6,,,✅,,,,✅,,,348,0,203,0,0,0,0,0,551,,"2,380",19,39
jfluhmann/aws,community,3.75.99,2022-05-27,,1461,,,✅,,,,✅,,,908,0,315,0,0,0,0,4,"1,223",,"2,378",1,148
eahrend/harnessv2,community,0.2.14-beta,2023-06-13,,1079,,,✅,,,,✅,,,107,0,93,0,0,0,0,1,200,,"2,378",2,2
mildred/systemd,community,0.0.1,2020-11-04,,2030,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"2,377",1,0
LumeWeb/akash,community,0.1.6,2025-03-05,,448,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,375",6,0
AvoidMe/virtualbox,community,0.0.2,2023-03-14,,1170,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,374",2,0
grulicht/wazuh,community,1.0.0,2025-11-10,,199,,,✅,,,,✅,,,31,0,0,0,0,0,0,0,31,,"2,374",3,0
aharriscybr/cyberarkoss,community,2.0.0,2024-03-22,,796,,,,✅,,✅,,,,4,0,1,0,0,0,0,0,5,,"2,373",4,0
icj217/shell,community,1.0.0,2024-01-24,,854,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,370",4,0
infraops/vault-old,community,2.1.0,2022-03-08,,1541,,,✅,,,,✅,,,65,0,6,0,0,0,0,0,71,,"2,369",1,0
dstoeckm/ciscosecureworkload,community,0.1.1,2022-05-23,,1466,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,365",1,0
hollow/inwx,community,1.0.3-dnssec1,2022-08-14,,1383,,,✅,,,,✅,,,2,0,0,0,0,0,0,0,2,,"2,365",1,0
Striveworks/k3s,community,1.0.0,2026-05-27,,0,,,,✅,,✅,,,,3,0,1,0,0,0,0,0,4,,"2,365",18,0
mikluko/nsc,community,0.13.2,2025-10-04,,236,,,,✅,,✅,,,,4,0,1,0,0,0,0,0,5,,"2,365",14,0
eldios/fly,community,0.0.20,2023-01-24,,1219,,,,✅,,✅,,,,5,0,3,0,0,0,0,0,8,,"2,364",2,0
beaucronin/plausible,community,0.1.6,2020-10-05,,2061,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,349",5,0
viorelvintan/cockroach,community,0.1.2,2023-05-30,,1094,,,✅,,,,✅,,,3,0,1,0,0,0,0,0,4,,"2,348",3,0
previder/previder,community,1.3.4,2026-01-26,,121,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,348",8,0
hanb-lee/tls,community,3.1.2,2022-03-21,,1529,,,✅,,,,✅,,,4,0,2,0,0,0,0,0,6,,"2,345",1,0
Cid53/leap,community,0.7.1,2025-07-24,,307,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,344",6,0
jianyuan/porkbun,community,0.2.3,2026-05-02,,25,,,,✅,,✅,,,,2,0,4,0,0,0,0,0,6,,"2,344",5,0
NetOpsChic/gns3,community,2.5.5,2025-12-09,,169,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,342",16,0
ggsood/elasticsearch,community,0.0.1,2021-02-16,,1927,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,337",1,0
emanuelbesliu/pfsense,community,0.54.0,2026-05-11,,16,,,,✅,,✅,,,,41,0,67,0,0,0,0,0,108,,"2,335",41,0
jidejones/phpipam,community,1.1.0,2024-03-15,,804,,,✅,,,,✅,,,6,0,8,0,0,0,0,0,14,,"2,326",4,0
AI21Labs/awscc,community,0.59.1,2023-08-14,,1017,,,,✅,,✅,,,,739,0,"1,248",0,0,0,0,0,"1,987",,"2,322",3,0
markti/minecraft,community,0.0.28,2025-11-18,,191,,,,✅,,✅,,,,14,0,0,0,0,0,0,0,14,,"2,321",17,0
indentapis/indent,community,0.0.2,2023-01-30,,1213,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,320",2,0
zxzharmlesszxz/zabbix,community,1.0.3,2021-05-07,,1846,,,✅,,,,✅,,,7,0,1,0,0,0,0,0,8,,"2,319",1,0
rfalias/pypwsh,community,0.0.2,2021-01-04,,1969,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,317",1,0
toowoxx/paths,community,0.1.0,2021-11-05,,1664,,,✅,,,,✅,,,0,0,2,0,0,0,0,0,2,,"2,313",1,0
fortinetdev/fortitokencloud,partner,1.0.0,2024-08-02,,663,,,✅,,,,✅,,,3,0,2,0,0,0,0,0,5,,"2,310",1,0
bab3l/netbox,community,0.0.23,2026-02-07,,110,,,✅,,,,✅,,,104,0,109,0,0,0,0,0,213,,"2,307",22,0
lexfrei/redfish,community,0.0.2,2022-08-16,,1380,,,✅,,,,✅,,,7,0,6,0,0,0,0,0,13,,"2,301",1,0
evemorgen/hetzner-robot,community,1.1.0,2025-04-03,,419,,,✅,,,,✅,,,4,0,5,0,0,0,0,0,9,,"2,300",15,0
Indexyz/zeus,community,0.0.4,2026-04-01,,57,,,,✅,,✅,,,,3,0,3,0,0,0,2,0,8,,"2,300",4,0
lucidsolns/ct,community,0.13.1,2023-12-17,,893,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,298",1,0
n-oden/helm,community,0.0.2,2024-01-17,,861,,,✅,,,,✅,,,1,0,1,0,0,0,0,1,2,,"2,297",2,0
cacique-coder/placeos,community,0.0.1,2021-08-30,,1732,,,✅,,,,✅,,,6,0,1,0,0,0,0,0,7,,"2,296",1,0
abergmeier/buildkit,community,0.0.2,2022-09-19,,1346,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,295",1,0
kenmoini/scaftest,community,0.0.3,2020-12-30,,1975,,,✅,,,,✅,,,1,0,1,0,0,0,0,0,2,,"2,295",1,0
Endevops/password,community,0.0.1,2024-11-26,,548,,,,✅,,✅,,,,1,0,0,0,0,0,0,0,1,,"2,293",1,0
spencer-p/kubectl,community,2.0.5,2023-09-28,,972,,,✅,,,,✅,,,2,0,4,0,0,0,0,0,6,,"2,292",2,0
opaas-cloud/trust-store,community,1.0.8,2024-07-30,,667,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,287",9,0
VahagnMian/prefect,community,1.0.1,2023-02-25,,1187,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,286",2,0
vk-or/github,community,0.0.22,2026-02-07,,109,,,✅,,,,✅,,,81,0,72,0,0,0,0,0,153,,"2,283",15,0
mikluko/wireguard,community,0.2.0-beta1,2022-01-24,,1585,,,✅,,,,✅,,,2,0,1,0,0,0,0,0,3,,"2,283",1,0
nerimcloud/wug,community,1.0.0,2021-03-15,,1900,,,✅,,,,✅,,,0,0,0,0,0,0,0,0,0,,"2,283",1,0
ahmadalli/rabbitmq,community,1.8.1,2023-02-21,,1192,,,✅,,,,✅,,,11,0,0,0,0,0,0,0,11,,"2,277",2,0
stephenroome/sftpb64,community,0.0.3,2022-04-01,,1517,,,✅,,,,✅,,,0,0,1,0,0,0,0,0,1,,"2,274",1,0
oucema001/proxmox,community,1.0.3,2024-01-27,,851,,,✅,,,,✅,,,3,0,0,0,0,0,0,3,3,,"2,273",3,0
andrei-funaru/vault-unseal,community,0.0.2,2023-01-22,,1221,,,,✅,,✅,,,,0,0,0,0,0,0,0,0,0,,"2,273",2,0
tim-oster/onepassword,community,1.2.2,2023-09-11,,990,,,✅,,,,✅,,,1,0,2,0,0,0,0,0,3,,"2,272",2,0
styumyum/st-alicloud,community,0.1.1,2023-03-09,,1176,,,,✅,,✅,,,,2,0,3,0,0,0,0,0,5,,"2,271",2,0
predell/arango,community,0.2.0,2025-12-15,,164,,,,✅,,✅,,,,3,0,0,0,0,0,0,0,3,,"2,270",9,0
mikluko/sshfp,community,0.2.0,2025-08-26,,274,,,,✅,,✅,,,,0,0,1,0,0,0,2,0,3,,"2,270",3,0
glueckkanja/aztools,community,0.0.7,2024-09-03,,632,,,✅,,,,✅,,,1,0,0,0,0,0,0,0,1,,"2,267",4,0
kilimnik/gitea,community,0.4.1,2023-09-30,,970,,,✅,,,,✅,,,11,0,3,0,0,0,0,0,14,,"2,265",2,0
